Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2011-05-16 18:30:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Monday,INGLESIDE,NONE,900 Block of GENEVA AV,-122.440743149905,37.7161388666379
2011-05-04 00:30:00,ASSAULT,BATTERY,Wednesday,MISSION,CLEARED-CONTACT JUVENILE FOR MORE INFO,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2010-01-15 13:17:00,FRAUD,FALSE ID TO PEACE OFFICER,Friday,SOUTHERN,"ARREST, BOOKED",6TH ST / JESSIE ST,-122.409247675547,37.7813987340892
2011-03-08 12:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,PARK,NONE,1200 Block of MASONIC AV,-122.445181952651,37.76973596241511
2006-05-01 07:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,BAYVIEW,NONE,0 Block of DAKOTA ST,-122.395635436168,37.7535645746594
2008-05-18 09:11:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Sunday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / LARKIN ST,-122.41753069698,37.78331075399689
2010-04-19 10:35:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED",BRYANT ST / 8TH ST,-122.406970988225,37.7725273607571
2010-12-13 08:10:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED",MASON ST / TURK ST,-122.408953598279,37.783287873572
2004-01-08 20:40:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.416075285059,37.78444966125621
2003-03-04 17:39:00,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,-122.40787711735202,37.7803875013555
2010-04-07 15:35:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,BAYVIEW,NONE,0 Block of CRANE ST,-122.399608474442,37.7223874981459
2009-02-20 23:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,BAYVIEW,NONE,KANSAS ST / MARIPOSA ST,-122.403416130403,37.763445845549896
2014-10-17 16:40:00,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415448759562,37.778293520129
2007-02-06 14:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,MISSION,NONE,MISSION ST / CESAR CHAVEZ ST,-122.418221946229,37.7481664083985
2009-07-20 16:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,BAY ST / VANNESS AV,-122.42511061323098,37.80414615262
2015-03-04 13:11:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,BAYVIEW,"ARREST, BOOKED",KANSAS ST / 18TH ST,-122.403293490944,37.7621705118654
2015-02-02 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,ALABAMA ST / MULLEN AV,-122.41056729237,37.74632396326661
2012-04-07 18:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,18TH ST / DOLORES ST,-122.426079580545,37.7614267757472
2007-10-03 13:41:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,TENDERLOIN,NONE,400 Block of OFARRELL ST,-122.412563218508,37.785785061938206
2010-11-06 18:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,500 Block of BUSH ST,-122.406742211994,37.7904732830605
2003-08-09 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,RICHMOND,NONE,2000 Block of POST ST,-122.435575820196,37.784892281882
2007-09-09 22:25:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,BAYVIEW,NONE,800 Block of CHINABASIN ST,-122.386775025935,37.765377517215
2003-07-07 08:00:00,MISSING PERSON,MISSING JUVENILE,Monday,TARAVAL,NONE,0 Block of THRIFT ST,-122.45531874616002,37.717428249952505
2009-10-15 16:10:00,ASSAULT,THREATS AGAINST LIFE,Thursday,NORTHERN,NONE,200 Block of GOUGH ST,-122.422713876818,37.775244832582
2007-06-14 16:45:00,OTHER OFFENSES,PAROLE VIOLATION,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2004-02-19 20:06:00,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,TARAVAL,NONE,RANDOLPH ST / ORIZABA AV,-122.462601335051,37.7143072754455
2010-02-09 14:06:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Tuesday,PARK,NONE,100 Block of ROOSEVELT WY,-122.438929215198,37.766759689865296
2009-09-19 10:45:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
2013-01-24 13:30:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,SOUTHERN,NONE,HOWARD ST / 6TH ST,-122.407163046954,37.7797376338991
2004-10-03 13:44:00,OTHER OFFENSES,RESISTING ARREST,Sunday,PARK,"ARREST, CITED",EDDY ST / SCOTT ST,-122.437262577491,37.7808016284831
2003-01-10 16:50:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / TAYLOR ST,-122.411141948108,37.785073619727
2010-08-27 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,CALIFORNIA ST / HYDE ST,-122.417392830334,37.7909741243591
2014-10-05 09:00:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Sunday,INGLESIDE,NONE,900 Block of GENEVA AV,-122.439784371506,37.7159411510558
2004-04-04 17:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2009-05-15 20:05:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,NORTHERN,"ARREST, CITED",1700 Block of CALIFORNIA ST,-122.423156806774,37.7902088255652
2003-07-22 13:55:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,PARK,NONE,1200 Block of SCOTT ST,-122.437423367978,37.781264629243495
2014-03-17 21:00:00,WARRANTS,WARRANT ARREST,Monday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.76924706320701
2007-11-01 18:11:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Thursday,TENDERLOIN,NONE,400 Block of LEAVENWORTH ST,-122.414457162309,37.7851373814889
2012-08-08 18:25:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,RICHMOND,"ARREST, BOOKED",400 Block of MIDDLE DR,-122.46393260639,37.7698400411124
2010-09-21 13:30:00,MISSING PERSON,MISSING ADULT,Tuesday,MISSION,LOCATED,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2015-02-02 20:08:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED",WAYLAND ST / SAN BRUNO AV,-122.403104571775,37.7264333788753
2005-03-24 15:40:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,NORTHERN,"ARREST, BOOKED",1100 Block of POST ST,-122.420753848399,37.7866670084912
2014-12-10 12:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,SOUTHERN,NONE,2ND ST / MISSION ST,-122.399802145799,37.78800653243921
2008-08-09 23:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,BAYVIEW,NONE,0 Block of CONNECTICUT ST,-122.397869370472,37.76571655101621
2003-12-22 09:26:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,CENTRAL,NONE,700 Block of TAYLOR ST,-122.412050910036,37.7892738896382
2011-07-31 01:53:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,MISSION,NONE,2300 Block of MARKET ST,-122.43403618214,37.7632941952462
2007-10-02 12:18:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2003-04-04 01:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,NONE,600 Block of GOETTINGEN ST,-122.405390271381,37.7238467380899
2013-12-27 20:38:00,NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,NONE,400 Block of BERRY ST,-122.3982226939,37.772016123181295
2014-04-06 15:00:00,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / MASON ST,-122.409313111431,37.784347851315104
2003-02-23 22:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,200 Block of PUTNAM ST,-122.410985121891,37.7363241269838
2012-12-13 10:23:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,SOUTHERN,PSYCHOPATHIC CASE,1300 Block of MARKET ST,-122.416818891994,37.776936201488105
2012-01-28 11:00:00,MISSING PERSON,MISSING JUVENILE,Saturday,BAYVIEW,LOCATED,0 Block of LEDYARD ST,-122.402116556292,37.7332354676556
2009-02-20 13:30:00,NON-CRIMINAL,LOST PROPERTY,Friday,PARK,NONE,HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693
2005-12-02 13:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE,700 Block of MINNA ST,-122.413361136168,37.77636280535
2013-05-19 15:25:00,OTHER OFFENSES,PROBATION VIOLATION,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of OSCEOLA LN,-122.383085144615,37.7317523387371
2013-06-26 00:13:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40942036456,37.7816150265786
2006-05-31 12:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,NORTHERN,"ARREST, CITED",800 Block of LARKIN ST,-122.418110537872,37.7858627664608
2013-07-12 18:45:00,NON-CRIMINAL,FOUND PROPERTY,Friday,TENDERLOIN,NONE,MCALLISTER ST / LEAVENWORTH ST,-122.413679376888,37.7809258336852
2003-03-23 11:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,RICHMOND,NONE,6700 Block of CALIFORNIA ST,-122.489833502345,37.783608980606
2011-05-06 02:00:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,NORTHERN,NONE,0 Block of WEBSTER ST,-122.428204918176,37.7697023818758
2003-04-03 14:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,SOUTHERN,NONE,1500 Block of HARRISON ST,-122.412570430081,37.7704816415925
2015-02-19 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,TARAVAL,NONE,600 Block of PACHECO ST,-122.466837655402,37.7509593169589
2005-05-21 22:42:00,OTHER OFFENSES,PAROLE VIOLATION,Saturday,BAYVIEW,"ARREST, BOOKED",SHAFTER AV / LANE ST,-122.390729985125,37.7310386911309
2013-04-06 15:30:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,MISSION,NONE,MISSION ST / 18TH ST,-122.419360352761,37.7618358012376
2011-11-01 19:20:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,CENTRAL,NONE,100 Block of GEARY ST,-122.405819515169,37.7876106365854
2005-02-07 11:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,PARK,NONE,2ND AV / HUGO ST,-122.458879410363,37.7653032968384
2010-07-31 00:58:00,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Saturday,MISSION,"ARREST, BOOKED",500 Block of DOLORES ST,-122.426153349478,37.7606186794333
2010-05-22 12:40:00,ASSAULT,BATTERY,Saturday,NORTHERN,"ARREST, BOOKED",CALIFORNIA ST / POLK ST,-122.420691680792,37.7905770710537
2005-09-05 00:01:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Monday,SOUTHERN,NONE,MARKET ST / VALENCIA ST,-122.422622494531,37.7725038687501
2015-02-04 17:54:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,MISSION,"ARREST, CITED",17TH ST / SOUTH VAN NESS AV,-122.41733258259,37.7635718955893
2005-05-04 17:00:00,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",Wednesday,MISSION,NONE,3500 Block of 24TH ST,-122.422254395145,37.7520632772705
2006-12-03 16:44:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,CENTRAL,"ARREST, BOOKED",BROADWAY ST / COLUMBUS AV,-122.406669739951,37.7978641744394
2013-12-10 19:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,PARK,NONE,900 Block of PAGE ST,-122.436426188978,37.772362993859
2006-09-05 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,RICHMOND,NONE,DIVISADERO ST / PACIFIC AV,-122.441334183096,37.7925107135302
2010-11-17 01:01:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,TENDERLOIN,NONE,LEAVENWORTH ST / GOLDEN GATE AV,-122.413869632554,37.7818621883021
2006-06-18 23:18:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS CHILD,Sunday,TARAVAL,NONE,300 Block of SERRANO DR,-122.480502505559,37.7191147885897
2014-04-02 14:45:00,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Wednesday,PARK,"ARREST, CITED",500 Block of ASHBURY ST,-122.446958139957,37.770471000679
2013-01-27 11:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,3600 Block of 26TH ST,-122.421934867167,37.74875615940321
2007-11-04 05:06:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Sunday,TENDERLOIN,"ARREST, CITED",ELLIS ST / LARKIN ST,-122.417710344726,37.7842362877887
2013-01-21 11:46:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,PARK,NONE,0 Block of WARREN DR,-122.463507544691,37.7586051803506
2003-07-25 11:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,RICHMOND,NONE,600 Block of CLEMENT ST,-122.466041169566,37.7829246572568
2004-06-09 21:30:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Wednesday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413631253258,37.7848053746211
2010-08-12 16:30:00,TRESPASS,TRESPASSING,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2008-08-09 05:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,NORTHERN,NONE,1700 Block of FILLMORE ST,-122.433110952169,37.7856358151842
2009-07-20 06:00:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,CENTRAL,"ARREST, BOOKED",900 Block of POWELL ST,-122.409390517289,37.7934286229218
2012-07-27 19:46:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,NONE,0 Block of 7TH ST,-122.412272455406,37.7802039058686
2005-09-08 22:57:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2009-03-16 19:20:00,ASSAULT,THREATS AGAINST LIFE,Monday,BAYVIEW,"ARREST, BOOKED",1500 Block of LASALLE AV,-122.387860308012,37.736162689487706
2013-06-26 07:10:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,SOUTHERN,NONE,300 Block of TEHAMA ST,-122.403816728947,37.7814638725237
2008-09-03 11:00:00,VEHICLE THEFT,STOLEN TRUCK,Wednesday,BAYVIEW,NONE,3200 Block of 3RD ST,-122.387181390792,37.74757760951072
2011-02-08 07:40:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TARAVAL,NONE,JUNIPERO SERRA BL / OCEAN AV,-122.471796877153,37.7310310952757
2008-05-28 15:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,CENTRAL,NONE,COLUMBUS AV / FRANCISCO ST,-122.41605582427,37.8043540452454
2012-08-20 02:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,RICHMOND,NONE,200 Block of COLLINS ST,-122.450020573857,37.7814125444941
2012-05-17 16:20:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,CENTRAL,"ARREST, CITED",300 Block of BATTERY ST,-122.400125761656,37.79436357553
2012-04-02 16:20:00,NON-CRIMINAL,TARASOFF REPORT,Monday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2007-03-21 16:50:00,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2013-07-09 14:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TENDERLOIN,NONE,MASON ST / EDDY ST,-122.409313111431,37.784347851315104
2015-03-22 00:45:00,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,BAYVIEW,"ARREST, BOOKED",0 Block of TURNER TR,-122.395106891925,37.7566305834521
2007-02-23 09:00:00,MISSING PERSON,MISSING JUVENILE,Friday,MISSION,LOCATED,2400 Block of MARIPOSA ST,-122.407807660132,37.7630994299538
2009-10-17 01:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,TARAVAL,NONE,37TH AV / MORAGA ST,-122.49589715593,37.755249185075705
2009-08-21 16:22:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,BAYVIEW,"ARREST, CITED",SHAFTER AV / INDUSTRIAL ST,-122.404259582016,37.7387127054982
2004-05-30 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,NONE,0 Block of PARKER AV,-122.454763723752,37.7851125900441
2008-03-18 19:33:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of GRANT AV,-122.404858516174,37.7872026250974
2004-08-02 08:39:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,NONE,0 Block of RUSSELL ST,-122.419468400614,37.7986055048747
2003-05-16 12:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,CENTRAL,NONE,COLUMBUS AV / BROADWAY ST,-122.406669739958,37.797864174416496
2011-08-14 17:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE,0 Block of 3RD ST,-122.402835528142,37.7868009028384
2004-09-01 15:05:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,INGLESIDE,"ARREST, BOOKED",LONDON ST / GENEVA AV,-122.440253342955,37.7160400107351
2004-10-29 09:18:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,CENTRAL,"ARREST, CITED",BUSH ST / MONTGOMERY ST,-122.402384024418,37.7909700100177
2005-05-03 17:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,2500 Block of 22ND ST,-122.40598450618,37.7569318582039
2008-04-29 08:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Tuesday,NORTHERN,NONE,3100 Block of FRANKLIN ST,-122.426730544229,37.8034674969672
2013-08-22 20:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,PARK,NONE,1100 Block of PAGE ST,-122.43974949508998,37.7719369591073
2014-02-09 00:25:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,NORTHERN,"ARREST, BOOKED",1400 Block of VALLEJO ST,-122.421143711132,37.796948073613
2004-02-22 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,500 Block of OAK ST,-122.428388956563,37.7743371994009
2010-11-07 10:12:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,PSYCHOPATHIC CASE,2900 Block of MISSION ST,-122.418279075012,37.7498209864471
2003-09-03 20:30:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,BAYVIEW,NONE,100 Block of WESTPOINT RD,-122.380382266471,37.7353538209895
2012-02-06 23:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE,3400 Block of QUINTARA ST,-122.502340673625,37.747430688971
2010-08-12 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,NONE,GOLDEN GATE AV / WEBSTER ST,-122.430234565273,37.779782426168296
2003-05-18 01:05:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,NORTHERN,COMPLAINANT REFUSES TO PROSECUTE,LAGUNA ST / HAYES ST,-122.426265334528,37.776463142891394
2014-12-23 19:02:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Tuesday,MISSION,"ARREST, BOOKED",SAN BRUNO AV / ALAMEDA ST,-122.405828840501,37.7684749112706
2011-12-02 02:12:00,OTHER OFFENSES,PROBATION VIOLATION,Friday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2004-05-28 09:59:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,BAYVIEW,NONE,300 Block of GAVEN ST,-122.412197784793,37.732301367037
2015-05-02 13:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,400 Block of POWELL ST,-122.408431861057,37.7887772719153
2005-07-14 12:50:00,ASSAULT,BATTERY,Thursday,TENDERLOIN,NONE,400 Block of EDDY ST,-122.41506687647,37.7835634796332
2005-07-02 00:01:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,TARAVAL,NONE,2300 Block of IRVING ST,-122.483024483876,37.763246924995606
2012-07-01 08:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,BAYVIEW,NONE,200 Block of HARBOR RD,-122.378268018481,37.7323807302226
2009-07-11 07:41:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,SOUTHERN,"ARREST, BOOKED",MISSION ST / 7TH ST,-122.410939205552,37.779212259008496
2007-11-12 17:26:00,ASSAULT,BATTERY,Monday,MISSION,"ARREST, BOOKED",2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2011-12-12 12:45:00,OTHER OFFENSES,"COMPUTER SYSTEM, ACCESSING, COPYING, OR DAMAGING",Monday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641
2004-09-13 09:48:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,RICHMOND,"ARREST, CITED",ARGUELLO BL / ANZA ST,-122.458733742297,37.7793315985509
2004-02-20 08:05:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Friday,MISSION,"ARREST, BOOKED",1200 Block of VALENCIA ST,-122.420806049169,37.7528840217529
2006-07-16 14:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,2200 Block of STOCKTON ST,-122.410337613576,37.8065128768551
2008-03-03 01:00:00,FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Monday,MISSION,NONE,MARKET ST / CHURCH ST,-122.428950032727,37.7675027326801
2011-01-24 22:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE,800 Block of MISSION ST,-122.404636264759,37.7842645474624
2007-12-26 06:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,TOWNSEND ST / 2ND ST,-122.390531404145,37.780607079847705
2010-02-26 10:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE,0 Block of HERON ST,-122.408644473039,37.7744462473551
2008-10-31 19:26:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Friday,SOUTHERN,"ARREST, BOOKED",MCALLISTER ST / JONES ST,-122.411979487494,37.7809039696758
2010-08-12 23:11:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,NORTHERN,"ARREST, BOOKED",LARKIN ST / OLIVE ST,-122.4178091031,37.7847098968616
2005-09-07 09:00:00,RUNAWAY,RUNAWAY,Wednesday,PARK,LOCATED,1200 Block of PAGE ST,-122.441393701114,37.77172731417711
2008-06-11 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,3200 Block of STEINER ST,-122.437621392217,37.7989248224108
2010-10-10 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,RICHMOND,NONE,500 Block of 11TH AV,-122.469357481945,37.777905011643206
2011-06-29 21:23:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,TARAVAL,NONE,2400 Block of 40TH AV,-122.498053966204,37.741108432221104
2011-04-23 17:00:00,LARCENY/THEFT,ATTEMPTED PETTY THEFT OF PROPERTY,Saturday,BAYVIEW,NONE,4900 Block of 3RD ST,-122.390978248429,37.7335884807714
2014-10-02 08:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,200 Block of FREMONT ST,-122.394786319684,37.7888662540773
2010-01-25 12:19:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,RICHMOND,"ARREST, CITED",GEARY BL / 9TH AV,-122.467489289466,37.7808779197338
2009-09-02 15:50:00,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2014-12-22 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2007-10-31 19:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Wednesday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2012-02-07 17:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Tuesday,SOUTHERN,NONE,200 Block of HARRISON ST,-122.390709004862,37.7877493946489
2007-05-18 18:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,NORTHERN,NONE,MCALLISTER ST / LAGUNA ST,-122.426832741986,37.7792584744352
2010-08-15 18:40:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,PARK,"ARREST, CITED",600 Block of CLAYTON ST,-122.448550750673,37.769313564495
2006-05-05 20:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,TARAVAL,NONE,15TH AV / LINCOLN WY,-122.472923191487,37.7656404316299
